Dataset,Model,Condition,RowIndex,JSD
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,384,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,385,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,386,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,387,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,388,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,389,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,390,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,391,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,392,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,393,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,394,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,395,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,396,0.159716
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,397,0.022255
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,398,0.023826
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,399,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,400,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,401,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,402,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,403,0.015628
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,404,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,405,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,406,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,407,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,408,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,409,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,410,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,411,0.048415
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,412,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,413,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,414,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,415,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,416,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,417,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,418,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,419,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,420,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,421,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,422,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,423,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,424,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,425,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,426,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,427,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,428,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,429,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,431,0.420321
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,432,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,433,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,434,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,435,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,436,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,437,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,438,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,439,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,440,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,441,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,442,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,443,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,444,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,445,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,446,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,447,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,448,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,449,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,450,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,451,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,452,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,453,0.057711
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,454,0.279507
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,455,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,456,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,457,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,458,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,459,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,460,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,461,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,462,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,463,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,464,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,465,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,466,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,467,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,468,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,469,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,470,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,471,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,472,0.006978
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,473,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,474,0.086427
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,475,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,478,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,479,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,480,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,481,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,482,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,483,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,484,0.236453
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,485,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,486,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,487,0.105697
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,488,0.078211
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,489,0.026537
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,490,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,491,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,492,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,493,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,494,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,495,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,496,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,497,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,498,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,500,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,501,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,502,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,503,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,504,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,505,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,506,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,507,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,508,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,509,0.168135
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,510,0.167934
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,511,0.082776
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,512,0.082776
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,513,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,514,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,515,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,516,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,517,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,518,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,519,0.092335
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,520,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,521,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,522,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,523,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,524,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,525,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,526,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,527,0.000248
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,528,0.313228
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,529,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,530,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,531,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,532,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,533,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,534,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,535,0.365855
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,536,0.365855
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,537,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,538,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,539,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,540,0.380936
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,541,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,542,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,543,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,544,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,545,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,546,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,547,0.447575
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,548,0.447575
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,549,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,550,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,551,0.141345
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,552,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,553,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,554,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,555,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,556,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,557,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,558,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,559,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,560,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,561,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,562,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,564,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,565,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,566,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,567,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,568,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,569,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,570,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,571,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,572,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,573,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,574,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,575,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,577,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,578,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,580,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,581,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,582,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,583,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,584,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,585,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,586,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,587,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,588,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,589,0.086427
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,590,0.342122
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,591,0.342122
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,593,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,596,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,597,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,598,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,599,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,600,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,601,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,602,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,603,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,604,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,605,0.000998
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,606,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,607,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,608,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,609,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,610,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,611,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,612,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,613,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,614,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,615,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,616,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,617,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,618,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,619,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,620,0.030911
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,621,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,622,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,623,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,624,0.015628
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,625,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,626,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,627,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,628,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,629,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,630,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,631,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,632,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,633,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,634,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,635,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,636,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,637,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,638,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-20%,639,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,0,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,1,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,2,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,3,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,4,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,5,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,6,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,7,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,8,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,9,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,10,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,11,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,12,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,13,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,14,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,15,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,16,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,17,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,18,0.150643
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,19,0.122908
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,20,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,21,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,22,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,23,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,24,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,25,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,26,0.055634
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,27,0.055634
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,28,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,29,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,30,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,31,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,32,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,33,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,34,0.303392
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,35,0.304615
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,36,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,37,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,38,0.173921
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,39,0.173921
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,40,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,41,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,42,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,43,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,44,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,45,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,46,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,47,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,48,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,49,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,50,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,51,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,52,0.136873
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,53,0.136873
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,54,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,55,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,56,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,57,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,58,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,59,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,60,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,61,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,62,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,63,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,64,0.289182
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,65,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,66,0.039760
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,67,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,68,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,69,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,70,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,71,0.034492
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,72,0.323332
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,73,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,74,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,75,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,76,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,77,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,78,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,79,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,80,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,81,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,82,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,83,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,84,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,85,0.018640
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,86,0.018640
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,87,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,88,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,89,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,90,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,91,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,93,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,94,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,95,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,96,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,97,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,98,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,99,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,100,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,101,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,102,0.182477
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,103,0.308952
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,104,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,105,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,106,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,107,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,108,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,109,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,110,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,111,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,112,0.326363
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,113,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,114,0.010491
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,115,0.030911
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,116,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,117,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,118,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,119,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,120,0.009124
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,121,0.000906
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,122,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,123,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,124,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,125,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,126,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,127,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,128,0.374479
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,129,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,130,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,131,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,132,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,133,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,134,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,135,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,136,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,137,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,138,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,139,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,140,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,141,0.000000
BIGOBENCH,Gemini-2.0-Flash,Syn-40%,142,0.000000
